"","rownb","Subject","Group","Condition","VideoTrial","VideoName","Target","Match","NbMatches","Checked_KS","Comment_KS","Comment_GMM"
"1330",1331,"41","L2","Path",9,"trm_voidun","Popi subió la duna con el coche","subió:subir_V",1,"","",""
"358",359,"11","L2","Control",27,"pgt_panrue","Popi hizo el esfuerzo de mover un cesto de manzanas cruzando el camino de piedras","cruzando:cruzando_Ger",1,"","",""
"2664",2665,"NS_169","NS","Path",23,"pgt_panrou","Popi cruza el río con una cesta","cruza:cruzar_V",1,"","",""
"3894",3895,"NS_207","NS","Path",32,"pgt_panrou","Popi lleva unas manzanas al otro lado del río","lleva:llevar_V%al otro lado del río:PREP-otro-lado_PP",2,"","",""
"2408",2409,"NS_161","NS","Path",31,"pge_tabgro","Popi entra en una cueva con una mesa","entra en:entrar_V",1,"","",""
"1722",1723,"53","L2","Path",5,"tgd_malnei","Popi movió <una baula> [=un baúl] bajando una colina de nieve","movió:mover_V%bajando:bajando_Ger",2,"","",""
"2359",2360,"NS_160","NS","Control",15,"prm_boudun","Popi sube un flotador a una montaña de arena","sube:subir_V",1,"","",""
"1721",1722,"53","L2","Path",4,"trm_voitoi","Popi subió con un carrito de juguete a un techo","subió:subir_V",1,"","",""
"3386",3387,"NS_191","NS","Manner",19,"tre_cadmai","Popi arrastra un carro de la compra hasta dentro de una casa","arrastra:arrastrar_V%hasta dentro:PREP-(a)dentro_PP",2,"","",""
"28",29,"1","L2","Manner",27,"tgt_cherue","Popi ha tirado de un caballo de juguete","ha tirado de:tirar-de_V",1,"","",""
"1241",1242,"38","L2","Path",19,"pgm_paqdun","el señor sube la duna con un paquete","sube:subir_V",1,"","",""
"1935",1936,"59","L2","Control",20,"prt_rourue","Popi ha atravesado una calle con una rueda de carrete [=carreta] bastante grande","ha atravesado:atravesar_V",1,"","",""
"1249",1250,"38","L2","Path",27,"prd_balcol","el hombre baja con una pelota","baja:bajar_V",1,"","",""
"2226",2227,"NS_156","NS","Control",14,"pge_tabmai","Popi empuja una mesa","empuja:empujar_V",1,"","",""
"3129",3130,"NS_183","NS","Manner",26,"pre_pnegro","Popi entra en una cueva arrastrando una rueda","entra en:entrar_V%arrastrando:arrastrando_Ger",2,"","",""
"2710",2711,"NS_171","NS","Path",3,"pre_pnemai","Popi arrastra una rueda adentro de un granero","arrastra:arrastrar_V%adentro:(a)dentro_AdvP",2,"","",""
"2863",2864,"NS_175","NS","Control",24,"prd_balcol","Popi hace descender una pelota plástico de una montaña","hace descender:hacer-descender_Vphrase",1,"","",""
"2798",2799,"NS_173","NS","Path",25,"pge_tabgro","Popi arrastra una mesa y se mete en una cueva","arrastra:arrastrar_V%mete:meter_V",2,"","",""
"3144",3145,"NS_184","NS","Path",8,"pgt_panrue","Popi ha cruzado una calle con un cesto de manzanas","ha cruzado:cruzar_V",1,"","",""
"1395",1396,"43","L2","Control",8,"tre_cadgro","Popi ha tirado un carrito de compras dentro de una cueva","ha tirado:tirar-de_V%dentro:(a)dentro_AdvP",2,"","",""
"3541",3542,"NS_196","NS","Manner",9,"prm_boudun","Popi arrastra un flotador por una duna de arena","arrastra:arrastrar_V",1,"","",""
"3406",3407,"NS_192","NS","Manner",6,"pre_pnemai","Popi ha metido una rueda en una casa","ha metido:meter_V",1,"","",""
"196",197,"6","L2","Path",30,"pgd_valnei","Popi baja una montaña nevada con una maleta verde","baja:bajar_V",1,"","",""
"3017",3018,"NS_180","NS","Path",13,"tgt_cherou","Popi lleva un caballito de juguete","lleva:llevar_V",1,"","",""
"3511",3512,"NS_195","NS","Path",12,"prm_boudun","Popi empuja un flotador por la duna","empuja:empujar_V",1,"","",""
"1243",1244,"38","L2","Path",21,"tre_cadgro","el hombre entra en una cueva con una carreta de compras","entra en:entrar_V",1,"","",""
"648",649,"20","L2","Manner",20,"pgd_valcol","Popi baja la colina empujando una maleta azul","baja:bajar_V%empujando:empujando_Ger",2,"","",""
"3133",3134,"NS_183","NS","Manner",30,"pge_tabmai","Popi entra en una habitación arrastrando una mesa","entra en:entrar_V%arrastrando:arrastrando_Ger",2,"","",""
"532",533,"17","L2","Path",3,"pgt_panrue","Popi está empujando un cesto con manzanas por la calle","está empujando:empujar_V",1,"","",""
"1965",1966,"60","L2","Manner",17,"tgt_cherue","Popi ha cruzado el camino arrastrando un caballo juguete","ha cruzado:cruzar_V%arrastrando:arrastrando_Ger",2,"","",""
"1741",1742,"53","L2","Path",24,"tgd_malcol","Popi baja una colina con una [=un] baúl","baja:bajar_V",1,"","",""
"2929",2930,"NS_177","NS","Control",24,"trd_bronei","Popi baja una carretilla naranja por la ladera de una montaña nevada","baja:bajar_V",1,"","",""
"2218",2219,"NS_156","NS","Control",6,"pge_tabgro","Popi empuja una mesa","empuja:empujar_V",1,"","",""
"3431",3432,"NS_192","NS","Manner",31,"trd_brocol","Popi ha bajado una carretilla por una ladera","ha bajado:bajar_V",1,"","",""
"1430",1431,"44","L2","Control",10,"prm_boutoi","Popi tiene un flotador con delfines que le lleva encima del techo de una casa","lleva:llevar_V%encima:encima_PP",2,"","",""
"380",381,"12","L2","Control",16,"pre_pnegro","con una rueda de coche Popi entró en una cueva rodando delante","entró en:entrar_V%delante:delante_AdvP",2,"","",""
"761",762,"24","L2","Path",1,"trt_pourue","Pepe cruza la calle con una carreta de bebé","cruza:cruzar_V",1,"","",""
"3124",3125,"NS_183","NS","Manner",21,"prm_boutoi","Popi sube al tejado de una casa arrastrando un flotador","sube:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"2724",2725,"NS_171","NS","Path",17,"tge_chagro","Popi arrastra una silla hacia una cueva","arrastra:arrastrar_V%hacia una cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"3709",3710,"NS_201","NS","Control",12,"tge_chamai","Popi ha entrado en el establo empujando una silla","ha entrado en:entrar_V%empujando:empujando_Ger",2,"","",""
"946",947,"29","L2","Path",21,"prd_balnei","el hombre baja una montaña con una pelota","baja:bajar_V",1,"","",""
"240",241,"8","L2","Manner",8,"trt_pourou","Popi tira el coche de bebé al lado del río","tira:tirar-de_V",1,"","",""
"2648",2649,"NS_169","NS","Path",7,"tre_cadgro","Popi entra en una cueva con un carrito","entra en:entrar_V",1,"","",""
"1716",1717,"52","L2","Manner",32,"pgt_panrue","el Popi empuja las mazanas en la casa","empuja:empujar_V",1,"","",""
"195",196,"6","L2","Path",29,"trt_pourou","Popi cruza una calle con un carrito de bebé","cruza:cruzar_V",1,"","",""
"2220",2221,"NS_156","NS","Control",8,"tre_cadgro","Popi arrastra un carrito de la compra","arrastra:arrastrar_V",1,"","",""
"1830",1831,"56","L2","Control",14,"trm_voitoi","Popi ha subido con un juguete a un techo de una casa","ha subido:subir_V",1,"","",""
"1545",1546,"47","L2","Manner",26,"pre_pnegro","Popi entra en una cueva con una rueda de carro","entra en:entrar_V",1,"","",""
"1165",1166,"36","L2","Control",9,"pgd_valnei","Popi ha bajado una malete desde una colina helada","ha bajado:bajar_V",1,"","",""
"2526",2527,"NS_165","NS","Manner",17,"pgm_paqdun","Popi empuja un regalo por una playa","empuja:empujar_V",1,"","",""
"1796",1797,"55","L2","Manner",13,"pre_pnemai","Popi rueda una rueda por la casa","rueda:rodar_V",1,"","",""
"634",635,"20","L2","Manner",6,"pgd_valnei","Popi empujó una maleta en una colina","empujó:empujar_V",1,"","",""
"1328",1329,"41","L2","Path",7,"tge_chagro","Popi entró en la cueva con la silla","entró en:entrar_V",1,"","",""
"613",614,"19","L2","Control",18,"tgd_malcol","bajó la colina con un box","bajó:bajar_V",1,"","",""
"3903",3904,"NS_208","NS","Manner",8,"prd_balcol","Popi arrastra una pelota por un paisaje","arrastra:arrastrar_V",1,"","",""
"819",820,"25","L2","Control",26,"prd_balcol","Popi ha bajado por una cuesta con una pelota","ha bajado:bajar_V",1,"","",""
"3239",3240,"NS_187","NS","Control",4,"prm_boudun","Popi empuja un flotador por la playa en una duna","empuja:empujar_V",1,"","",""
"2242",2243,"NS_156","NS","Control",30,"pre_pnemai","Popi hace rodar una gran rueda","hace rodar:hacer-rodar_Vphrase",1,"","",""
"2426",2427,"NS_162","NS","Path",16,"pre_pnemai","Popi entra en el granero con una rueda de coche","entra en:entrar_V",1,"","",""
"1924",1925,"59","L2","Control",9,"tge_chagro","Popi ha entrado en una cueva llevándose una silla plástica","ha entrado en:entrar_V%llevándose:llevando_Ger",2,"","",""
"723",724,"22","L2","Path",29,"pgm_paqtoi","Popi sube el techo con un regalo ","sube:subir_V",1,"","",""
"1300",1301,"40","L2","Manner",12,"tgm_sacdun","Popi sube la colina con un saco","sube:subir_V",1,"","",""
"944",945,"29","L2","Path",19,"tgm_sactoi","el hombre sube una casa con una bolsa","sube:subir_V",1,"","",""
"851",852,"26","L2","Manner",25,"tge_chagro","Popi tira un sillón entre de la cueva","tira:tirar-de_V",1,"","",""
"3832",3833,"NS_206","NS","Manner",3,"pgt_panrou","Popi empuja una cesta de frutas","empuja:empujar_V",1,"","",""
"2391",2392,"NS_161","NS","Path",14,"trd_bronei","Popi baja una carretilla por una cuesta de nieve","baja:bajar_V",1,"","",""
"3543",3544,"NS_196","NS","Manner",11,"tgd_malcol","Popi arrastra una caja colina abajo","arrastra:arrastrar_V%abajo:abajo_AdvP",2,"","",""
"1056",1057,"32","L2","Path",32,"pgd_valcol","Popi baja un cerro con una maleta","baja:bajar_V",1,"","",""
"1875",1876,"57","L2","Path",26,"prd_balnei","el Popi ha bajado una pelota de aire en una colina de nieve","ha bajado:bajar_V",1,"","",""
"570",571,"18","L2","Control",8,"prd_balnei","Popi está bajando la montaña","está bajando:bajar_V",1,"","",""
"1602",1603,"49","L2","Manner",17,"pgm_paqtoi","Popi mueve un paquete arriba de una casa","mueve:mover_V%arriba:arriba_AdvP",2,"","",""
"3300",3301,"NS_188","NS","Control",32,"pre_pnemai","Popi ha metido rodando una rueda de tractor en la granja","ha metido:meter_V",1,"","",""
"3500",3501,"NS_195","NS","Path",1,"tre_cadmai","Popi trae una carretilla","trae:traer_V",1,"","",""
"1079",1080,"33","L2","Control",22,"tgm_sacdun","Popi está en la playa en una duna con su saco","",0,"","",""
"1195",1196,"37","L2","Control",6,"trt_pourou","trae el carrito de bebé","trae:traer_V",1,"","",""
"1433",1434,"44","L2","Control",13,"tgm_sactoi","Popi tiene un saco que pesa mucho y lo lleva a lo alto de la casa atravesando por el techo","lleva:llevar_V%a lo alto:PREP-lo-alto_PP%atravesando:atravesando_Ger",3,"","",""
"1414",1415,"43","L2","Control",27,"tgt_cherue","Popi ha cruzado la calle con un caballo de juguete","ha cruzado:cruzar_V",1,"","",""
"2331",2332,"NS_159","NS","Path",20,"prt_rourou","Popi empuja la rueda de un carro y cruza una carretera","cruza:cruzar_V%empuja:empujar_V",2,"","",""
"1910",1911,"58","L2","Manner",28,"pgd_valnei","Popi empuja una maleta abajo de la colina","empuja:empujar_V%abajo:abajo_AdvP",2,"","",""
"998",999,"31","L2","Control",7,"trd_bronei","Popi está en los alpes y lleva un objecto que se usa para","lleva:llevar_V",1,"","",""
"3015",3016,"NS_180","NS","Path",11,"prd_balnei","Popi juega con una pelota en la nieve","juega:jugar_V",1,"","",""
"3820",3821,"NS_205","NS","Path",24,"pgt_panrue","Popi empuja una cesta grande con manzanas por mitad de la plaza","empuja:empujar_V",1,"","",""
"3293",3294,"NS_188","NS","Control",25,"tge_chagro","Popi se ha metido en la cueva con una silla arrastrándola","ha metido:meter_V%arrastrándola:arrastrando_Ger",2,"","",""
"3915",3916,"NS_208","NS","Manner",20,"tre_cadmai","Popi lleva un carrito de la compra hacia un garaje","lleva:llevar_V%hacia un garaje:hacia/hasta-BOUNDARY_PP",2,"","",""
"3515",3516,"NS_195","NS","Path",16,"prt_rourue","Popi cruza la calle con la rueda","cruza:cruzar_V",1,"","",""
"2418",2419,"NS_162","NS","Path",8,"trt_pourue","Popi tira de un carrito por el pueblo","tira de:tirar-de_V",1,"","",""
"579",580,"18","L2","Control",17,"tgd_malnei","Popi está bajando la montaña","está bajando:bajar_V",1,"","",""
"2705",2706,"NS_170","NS","Control",31,"pre_pnegro","Popi ha metido la rueda en la cueva","ha metido:meter_V",1,"","",""
"3071",3072,"NS_182","NS","Manner",1,"trt_pourou","Popa tira de un carrito por la calle","tira de:tirar-de_V",1,"","",""
"248",249,"8","L2","Manner",16,"tgt_cherue","Popi tira el caballo de juguete sobre el camino","tira:tirar-de_V",1,"","",""
"2160",2161,"NS_154","NS","Control",14,"pgt_panrue","Popi arrastra una cesta grande de manzanas cruzando la carretera","arrastra:arrastrar_V%cruzando:cruzando_Ger",2,"","",""
"928",929,"29","L2","Path",3,"tre_cadgro","el hombre entra en una cueva","entra en:entrar_V",1,"","",""
"2761",2762,"NS_172","NS","Manner",21,"prt_rourue","Popi cruza la carretera con una rueda","cruza:cruzar_V",1,"","",""
"3099",3100,"NS_182","NS","Manner",29,"tre_cadmai","Popi tira de un carrito por una casa","tira de:tirar-de_V",1,"","",""
"184",185,"6","L2","Path",18,"trd_brocol","Popi baja una cuesta con un barril","baja:bajar_V",1,"","",""
"1776",1777,"54","L2","Control",26,"trm_voidun","ahora está subiendo la colma [=colina] de arena con su coche para los niños","está subiendo:subir_V",1,"","",""
"3250",3251,"NS_187","NS","Control",15,"pge_tabmai","Popi arrastra una mesa de madera hacia el interior de una casa","arrastra:arrastrar_V%hacia el interior de una casa:PREP-el-interior_PP",2,"","",""
"1588",1589,"49","L2","Manner",3,"pge_tabmai","Popi está moviendo la mesa para dentro de una casa","está moviendo:mover_V%para dentro:PREP-(a)dentro_PP",2,"","",""
"951",952,"29","L2","Path",26,"trm_voidun","el hombre subió una montaña de arena con un coche para niños","subió:subir_V",1,"","",""
"712",713,"22","L2","Path",18,"pgd_valcol","Popi baja la colina con una maleta azul","baja:bajar_V",1,"","",""
"2309",2310,"NS_158","NS","Control",31,"prm_boudun","lleva un flotador por la arena de la playa","lleva:llevar_V",1,"","",""
"1936",1937,"59","L2","Control",21,"pgm_paqtoi","Popi ha subido por el tejado de una casa con un paquete envuelto en papel","ha subido:subir_V",1,"","",""
"902",903,"28","L2","Manner",10,"pre_pnegro","Popi entró a su cueva con una rueda","entró a:entrar_V",1,"","",""
"1263",1264,"39","L2","Manner",8,"trt_pourou","Popi está pasando la calle con un carrito de bebé","está pasando:pasar_V",1,"","",""
"3380",3381,"NS_191","NS","Manner",13,"prd_balnei","Popi empuja una pelota por la nieve","empuja:empujar_V",1,"","",""
"2249",2250,"NS_157","NS","Manner",4,"trt_pourou","Popi empuja un carro hacia el otro lado de la carretera","empuja:empujar_V%hacia el otro lado de la carretera:PREP-otro-lado_PP",2,"","",""
"2984",2985,"NS_179","NS","Manner",13,"prd_balcol","Popi baja la pendiente del bosque junto con una pelota hinchable","baja:bajar_V",1,"","",""
"1933",1934,"59","L2","Control",18,"trd_brocol","Popi ha bajado por una colina llevando <un carrete amarillo> [=una carretilla amarilla]","ha bajado:bajar_V%llevando:llevando_Ger",2,"","",""
"1040",1041,"32","L2","Path",16,"tgm_sacdun","Popi sube una duna con una bolsa","sube:subir_V",1,"","",""
"70",71,"3","L2","Path",3,"tgt_cherou","está cruzando la calle con un caballo de juguete","está cruzando:cruzar_V",1,"","",""
"1267",1268,"39","L2","Manner",12,"trt_pourue","Popi pasa por la calle con un carrito de bebé","pasa:pasar_V",1,"","",""
"3526",3527,"NS_195","NS","Path",27,"tgd_malnei","Popi baja el cofre por la montaña de nieve","baja:bajar_V",1,"","",""
"2925",2926,"NS_177","NS","Control",20,"tgm_sactoi","Popi arrastra un saco hasta la cima del tejado","arrastra:arrastrar_V%hasta la cima:PREP-la-cima_PP",2,"","",""
"1381",1382,"42","L2","Path",27,"tgm_sactoi","Popi sube por el techo de la casa vaca arrastrando un costal sobre el hombro","sube:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"473",474,"15","L2","Manner",10,"tgd_malcol","Popi acaba de arrastrar un baúl grande de una colina","acaba de arrastrar:arrastrar_V",1,"","",""
"749",750,"23","L2","Manner",22,"trd_bronei","Popi lleva el carrito por la nieve","lleva:llevar_V",1,"","",""
"1725",1726,"53","L2","Path",8,"tge_chamai","Popi entra en una casa con una silla","entra en:entrar_V",1,"","",""
"466",467,"15","L2","Manner",3,"prt_rourue","Popi arrastra una rueda de un vagón a través de una calle en una ciudad pequeña","arrastra:arrastrar_V%a través:a-través-de_PP",2,"","",""
"825",826,"25","L2","Control",32,"pgd_valcol","Popi ha empujado una maleta por una cuesta para abajo","ha empujado:empujar_V%para abajo:PREP-abajo_PP",2,"","",""
"2578",2579,"NS_167","NS","Manner",3,"pgm_paqdun","Popi empuja un regalo por la arena","empuja:empujar_V",1,"","",""
"2957",2958,"NS_178","NS","Manner",19,"tgd_malnei","Popi baja un baúl por una montaña de nieve","baja:bajar_V",1,"","",""
"2316",2317,"NS_159","NS","Path",5,"tre_cadmai","Popi ha arrastrado un carrito de compra y entrado en una casa","ha arrastrado:arrastrar_V",1,"","",""
"3180",3181,"NS_185","NS","Manner",11,"pre_pnegro","Popi mete una rueda en una cueva","mete:meter_V",1,"","",""
"1658",1659,"51","L2","Path",7,"prm_boutoi","Popi está subiendo un techo hasta la loma y con un salvavidas","está subiendo:subir_V",1,"","",""
"3246",3247,"NS_187","NS","Control",11,"tre_cadmai","Popi arrastra una carretilla y entra en una casa","arrastra:arrastrar_V%entra en:entrar_V",2,"","",""
"1176",1177,"36","L2","Control",20,"prd_balnei","Popi ha bajado con una pelota de goma desde una colina nevada","ha bajado:bajar_V",1,"","",""
"105",106,"4","L2","Control",5,"trm_voitoi","Popi ha traído el coche para el tejado de la casa","traído:traer_V",1,"","",""
"3167",3168,"NS_184","NS","Path",31,"pgm_paqtoi","Popi sube al tejado un regalo","sube:subir_V",1,"","",""
"1116",1117,"34","L2","Manner",26,"pge_tabgro","pujando la mesa al entra la cueva","entra:entrar_V",1,"","",""
"2888",2889,"NS_176","NS","Path",16,"prd_balcol","Popi baja una cuesta con una pelota","baja:bajar_V",1,"","",""
"2511",2512,"NS_165","NS","Manner",2,"tge_chagro","Popi arrastra una silla y entra en una cueva","arrastra:arrastrar_V%entra en:entrar_V",2,"","",""
"2840",2841,"NS_175","NS","Control",1,"prm_boudun","Popi estaba subiendo una duna con un flotador redondo","estaba subiendo:subir_V",1,"","",""
"1620",1621,"50","L2","Control",2,"trm_voitoi","ha subido el techo de una casita arrastrando un coche","ha subido:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"2514",2515,"NS_165","NS","Manner",5,"pge_tabmai","Popi arrastra una mesa y la mete en un establo","arrastra:arrastrar_V%mete:meter_V",2,"","",""
"2631",2632,"NS_168","NS","Path",23,"tgm_sacdun","Popi sube una duna de arena en la playa mientras arrastra una bolsa","sube:subir_V%mientras arrastra:arrastrar_SubordV",2,"","",""
